name,ticker,industry
CollPlant Biotechnologies,CLGN,Medical - Biomedical and Genetics
CoreLogic,CLGX,Consulting Services
Clean Harbors,CLH,Waste Removal Services
Mack-Cali Realty,CLI,REIT - Other Equity Trusts
Climate Change Crisis Real Impact I Acquisition,CLII,Unclassified
Climate Real Impact Solutions II Acquisition,CLIM,Unclassified
ClearSign Technologies,CLIR,Industrial Services
Cellectis S.A,CLLS,Medical - Biomedical and Genetics
Calumet Specialty Products Partners,CLMT,Oil Refining & Marketing MLP
"COLONY CREDIT REAL ESTATE, INC",CLNC,REIT - Mortgage Trusts
Clean Energy Fuels,CLNE,Utility - Natural Gas Distribution
Clene,CLNN,Medical - Biomedical and Genetics
"COLONY CAPITAL, INC",CLNY,REIT - Other Equity Trusts
Clover Health Investments,CLOV,Medical Information Systems
Clipper Realty,CLPR,REIT - Other Equity Trusts
CLPS Incorporation,CLPS,Information Technology Services
ClearPoint Neuro,CLPT,Medical Instruments Manufacturing
Continental Resources,CLR,Oil & Gas - US Exploration and Production
Cellectar Biosciences,CLRB,Medical Products Manufacturing
Clarim Acquisition,CLRM,Unclassified
ClearOne,CLRO,Communication Components Manufacturers
Celestica,CLS,Electrical Manufacturing Services (EMS)
Clearside Biomedical,CLSD,Medical - Biomedical and Genetics
Cleanspark,CLSK,Technology Services
Celsion,CLSN,Medical - Biomedical and Genetics
Clever Leaves Holdings,CLVR,Medical - Drug Manufacturing
Clovis Oncology,CLVS,Medical - Biomedical and Genetics
Clarivate,CLVT,Internet Software
Clearwater Paper,CLW,Paper & Paper Products
Euro Tech Holdings,CLWT,Pollution Control Equipment & Services
Clorox,CLX,Soap and Cleaning Preparations
Calyxt,CLXT,Agricultural Operations
Canadian Imperial Bank Of Commerce,CM,Banks - Foreign
Comerica,CMA,Banks - Major Regional
Cambium Networks,CMBM,Wireless - National Providers
Commercial Metals,CMC,Steel Producers
Caledonia Mining,CMCL,Gold Miners
Cheetah Mobile,CMCM,Internet Software
Columbus McKinnon,CMCO,Material Handling Machinery
Comcast,CMCSA,Cable TV Providers
CIM Commercial Trust,CMCT,REIT - Mortgage Trusts
Cantel Medical,CMD,Medical Instruments Manufacturing
CME Group,CME,Securities Exchanges
Chipotle Mexican Grill,CMG,Retail - Food & Restaurants
Cummins,CMI,Internal Combustion Engines
CM Life Sciences,CMLF,Unclassified
Cumulus Media,CMLS,Broadcasting - Radio & TV
Chemomab Therapeutics,CMMB,Medical - Biomedical and Genetics
Capstead Mortgage,CMO,REIT - Mortgage Trusts
Compass Minerals,CMP,Chemicals - Diversified
Checkmate Pharmaceuticals,CMPI,Medical - Biomedical and Genetics
Cimpress,CMPR,Consumer Products - Miscellaneous Staples
COMPASS Pathways,CMPS,Medical Services
Costamare,CMRE,Transportation - Shipping
Chimerix,CMRX,Medical Products Manufacturing
CMS Energy,CMS,Utility - Electric Power Distribution
Core Molding Technologies Inc,CMT,Rubber & Plastic Products
Comtech Telecommunications,CMTL,Wireless Equipment Manufacturers
CNA Financial,CNA,"Property, Casualty and Title Insurance"
Century Bancorp,CNBKA,Banks - Northeast
Centene,CNC,Medical - Health Maintenance Organizations
Concert Pharmaceuticals,CNCE,Medical - Drug Manufacturing
Concord Acquisition,CND,Finance - Miscellaneous Services
Conduent,CNDT,Outsourcing Services
ZW Data Action Technologies,CNET,Advertising and Marketing Services
CN Energy Group,CNEY,Other Alternate Energy
CNFinance Holdings,CNF,Finance - Mortgages and Related Services
Conifer Holdings,CNFR,"Property, Casualty and Title Insurance"
CNH Industrial,CNHI,Auto Manufacturers - Foreign
Canadian National Railway,CNI,Transportation - Rail
Cinemark Holdings Inc,CNK,Leisure & Recreation Services
CONMED,CNMD,Medical & Dental Supplies
Cincinnati Bancorp,CNNB,Banks - Northeast
Cannae Holdings,CNNE,Finance - Investment Management
CNO Financial,CNO,Multi-Line Insurance Providers
ConnectOne Bancorp,CNOB,Banks - Northeast
CenterPoint Energy,CNP,Utility - Electric Power Distribution
Canadian Natural Resources,CNQ,Oil & Gas - Canadian Exploration & Production
Cornerstone Building Brands,CNR,"Building - Cement, Concrete and Aggregates"
Cohen & Steers Inc,CNS,Finance - Investment Management
Consolidated Communications Holdings,CNSL,Wireline - Regional (Rural) Providers
CNS Pharmaceuticals,CNSP,Medical - Biomedical and Genetics
Constellation Pharmaceuticals,CNST,Medical - Biomedical and Genetics
Connect Biopharma Holdings,CNTB,Medical - Biomedical and Genetics
Centogene,CNTG,Medical Information Systems
Century Casinos,CNTY,Gaming
CNX Resources,CNX,Oil & Gas - US Exploration and Production
Concentrix,CNXC,Business Services
PC Connection,CNXN,Retail - Wholesale Computer Equipment
China Cord Blood,CO,Medical Services
Cocrystal Pharma,COCP,Medical - Biomedical and Genetics
Coda Octopus Group,CODA,Semiconductors
Co-Diagnostics,CODX,Medical Services
China Online Education Group,COE,Consumer Products - Miscellaneous Staples
Capital One Financial,COF,Finance - Consumer Loands
ChoiceOne Financial Services,COFS,Finance - Miscellaneous Services
Cabot Oil & Gas,COG,Oil & Gas - US Exploration and Production
Cogent Biosciences,COGT,Medical - Biomedical and Genetics
Institutional Financial Markets,COHN,Finance - Miscellaneous Services
Coherent,COHR,Semiconductor - Wafer Comp Equipment
Cohu,COHU,Electronics - Manufacturing Machinery
Coinbase Global,COIN,Securities Exchanges
Coca-Cola Bottling Consolidated,COKE,Beverages - Soft Drinks
Columbia Banking System,COLB,Banks - West
Americold Realty Trust,COLD,REIT - Other Equity Trusts
Collegium Pharmaceutical,COLL,Medical - Drug Manufacturing
Columbia Sportswear,COLM,Textile - Apparel Manufacturing
CommScope Holding,COMM,Communication Infrastructure
Compass,COMP,Internet Software
COMSovereign Holding,COMS,Communications Network Software
CyrusOne Inc,CONE,REIT - Other Equity Trusts
Conn's,CONN,Retail - Consumer Electronics
Cooper,COO,Medical & Dental Supplies
Corner Growth Acquisition,COOL,Unclassified
MR COOPER GROUP INC,COOP,Finance - Consumer Loands
ConocoPhillips,COP,Oil & Gas - US Integrated
CoreSite Realty,COR,REIT - Other Equity Trusts
Core-Mark Holding,CORE,Business Services
CorEnergy Infrastructure Trust,CORR,REIT - Other Equity Trusts
Corcept Therapeutics,CORT,Medical - Drug Manufacturing
Costco,COST,Retail - Discount & Variety
Coty,COTY,Cosmetics and Toiletries
Coupa Software,COUP,Internet Software
Coursera,COUR,Technology Services
COVA Acquisition,COVA,Unclassified
Cowen,COWN,Finance - Investment Banks
Canadian Pacific Railway,CP,Transportation - Rail
"Copa Holdings, S.A",CPA,Transportation - Airlines
Cementos Pacasmayo S.A.A,CPAC,"Building - Cement, Concrete and Aggregates"
Campbell Soup,CPB,Food Items - Miscellaneous/Diversified
Callon Petroleum,CPE,Oil & Gas - US Exploration and Production
CPB,CPF,Banks - West
Crescent Point Energy,CPG,Oil & Gas - Canadian Exploration & Production
Canterbury Park Holding,CPHC,Gaming
China Pharma Holdings,CPHI,Medical - Generic Drugs
Cumberland Pharmaceuticals,CPIX,Medical - Drug Manufacturing
Chesapeake Utilities,CPK,Utility - Natural Gas Distribution
CorePoint Lodging¿,CPLG,REIT - Other Equity Trusts
Capital Product Partners,CPLP,Transportation - Shipping
Coupang,CPNG,Internet Commerce
Capri Holdings,CPRI,Retail - Apparel & Shoes
Copart,CPRT,Auction & Valuation Services
Catalyst Pharmaceuticals,CPRX,Medical - Drug Manufacturing
Cooper-Standard Holdings,CPS,Auto & Truck Original Equipment Manufacturers
CPS Technologies,CPSH,Miscelleneous Electrical Components
Computer Programs And Systems,CPSI,Medical Information Systems
Capstar Special Purpose Acquisition,CPSR,Unclassified
Consumer Portfolio Services,CPSS,Finance - Miscellaneous Services
Capstone Turbine,CPST,Electrical Machinery
Camden Property Trust,CPT,REIT - Residential Equity Trusts
Capitala Finance,CPTA,Finance - SBIC & Commercial
Crown PropTech Acquisitions,CPTK,Unclassified
Compute Health Acquisition,CPUH,Unclassified
"Cheniere Energy Partners, LP",CQP,Oil & Gas - Production and Pipelines
Crane,CR,Diversified Operations
Charles River Associates,CRAI,Consulting Services
Corbus Pharmaceuticals Holdings,CRBP,Medical - Drug Manufacturing
California Resources,CRC,Oil & Gas - US Exploration and Production
Cricut,CRCT,Technology Services
Crawford,CRD.A,Business Services
Crawford,CRD.B,Business Services
Cardiff Oncology,CRDF,Medical - Biomedical and Genetics
Cree,CREE,Semiconductor - Discretes
China Recycling Energy,CREG,Waste Removal Services
Cresud S.A.C.I.F Y A,CRESY,Agricultural Operations
Wireless Ronin Technologies,CREX,Internet Software
CRH,CRH,Building & Construction Products - Misc.
Cohn Robbins Holdings,CRHC,Unclassified
CRH Medical,CRHM,Medical Instruments Manufacturing
Carter's,CRI,Shoes & Related Apparel
Curis,CRIS,Medical - Biomedical and Genetics
Comstock Resources,CRK,Oil & Gas - US Exploration and Production
Crown Electrokinetics,CRKN,Glass Products Manufacturing
Charles River Laboratories,CRL,Medical Services
"Salesforce, Inc",CRM,Computer Software
CorMedix Inc,CRMD,Medical - Biomedical and Genetics
America's Car-Mart,CRMT,Retail and Wholesale Auto & Truck
Cerence,CRNC,Information Technology Services
Ceragon Networks,CRNT,Wireless - Non-US Providers
Crinetics Pharmaceuticals,CRNX,Medical - Drug Manufacturing
Cronos Group,CRON,Medical - Drug Manufacturing
Crocs,CROX,Textile - Apparel Manufacturing
Carpenter Technology,CRS,Steel - Specialty Alloys
Crescent Acquisition,CRSA,Unclassified
CRISPR Therapeutics AG,CRSP,Medical - Biomedical and Genetics
Corsair Gaming,CRSR,Gaming
Cross Timbers Royalty Trust,CRT,Oil & Gas - US Royalty
Creatd,CRTD,Technology Services
Criteo S.A,CRTO,Internet Software & Services
Cortexyme,CRTX,Medical - Biomedical and Genetics
Crucible Acquisition,CRU,Unclassified
Cirrus Logic,CRUS,Semiconductors
CorVel,CRVL,Business Services
Corvus Pharmaceuticals,CRVS,Medical - Biomedical and Genetics
CrowdStrike Holdings,CRWD,Internet Software
Crown Crafts,CRWS,Textile - Home Furnishings
CryoLife,CRY,Medical Instruments Manufacturing
Credit Suisse Group,CS,Banks - Foreign
Cosan S.A,CSAN,Other Alternate Energy
Champions Oncology,CSBR,Medical - Drug Manufacturing
Cisco,CSCO,Computer Networks
Color Star Technology,CSCW,Technology Services
CoStar,CSGP,Information Technology Services
CSG Systems,CSGS,Computer - Services
Cardiovascular Systems,CSII,Medical Products Manufacturing
Canadian Solar,CSIQ,Solar Equipment and Services
Carlisle,CSL,Diversified Operations
"Castlight Health, Inc",CSLT,Internet Software
Cornerstone OnDemand,CSOD,Computer Software
CSP,CSPI,Computers - Integrated Systems
Casper Sleep,CSPR,Retail - Home Furnishings
Centerspace,CSR,REIT - Residential Equity Trusts
Chicken Soup For The Soul Entertainment,CSSE,Broadcasting - Radio & TV
Constellation Acquisition I,CSTA,Unclassified
Caesarstone,CSTE,Building & Construction Products - Misc.
Castle Biosciences,CSTL,Medical - Biomedical and Genetics
Constellium SE,CSTM,Metal Production & Distribution
Capstar Financial Holdings,CSTR,Banks - Southeast
Capital Senior Living,CSU,Medical - Nursing Homes
Carriage Services,CSV,Funeral Services
Capital Southwest,CSWC,Finance - Investment Management
CSW Industrials,CSWI,Chemicals - Specialty
CSX,CSX,Transportation - Rail
Cerberus Telecom Acquisition,CTAC,Unclassified
Carney Technology Acquisition II,CTAQ,Technology Services
Cintas,CTAS,Uniforms & Related Apparel
Cooper Tire & Rubber,CTB,Rubber Tires
Community Trust Bancorp,CTBI,Banks - Southeast
Cynergistek,CTEK,Consulting Services
Computer Taskorporated,CTG,Information Technology Services
Charles & Colvard,CTHR,Precious Metals & Jewelry
Yunhong CTI,CTIB,Rubber & Plastic Products
CTI BioPharma,CTIC,Medical - Drug Manufacturing
CooTek (Cayman),CTK,Internet Services
Catalent,CTLT,Medical - Drug Manufacturing
CytomX Therapeutics,CTMX,Medical - Biomedical and Genetics
CTO Realty Growth,CTO,REIT - Other Equity Trusts
Custom Truck One Source,CTOS,Industrial Services
CareTrust REIT,CTRE,REIT - Other Equity Trusts
Castor Maritime,CTRM,Transportation - Shipping
Citi Trends,CTRN,Retail - Apparel & Shoes
CTS,CTS,Miscelleneous Electrical Components
Cognizant Technology Solutions,CTSH,Business Software Services
Cytosorbents,CTSO,Medical Products Manufacturing
CannTrust Holdings,CTST,Medical - Drug Manufacturing
CatchMark Timber Trust,CTT,Building Products - Wood
Corteva,CTVA,Agricultural Operations
Citius Pharmaceuticals,CTXR,Medical - Drug Manufacturing
Citrix Systems,CTXS,Computer Software
Cubic,CUB,Electrical Products - Miscellaneous
CubeSmart,CUBE,REIT - Other Equity Trusts
Customers Bancorp,CUBI,Banks - Southeast
Cue Biopharma,CUE,Medical - Biomedical and Genetics
Cuentas,CUEN,Financial Transaction Services
Carnival,CUK,Leisure & Recreation Services
Culp,CULP,Textile - Home Furnishings
Continental Materials,CUO,Building & Construction Products - Misc.
CuriosityStream,CURI,Movie & TV Production and Distribution
CUROs,CURO,Finance - Consumer Loands
Cutera,CUTR,Laser Systems and Components
Cousins Properties,CUZ,REIT - Other Equity Trusts
Covanta Holding,CVA,Other Alternate Energy
CureVac,CVAC,Medical - Biomedical and Genetics
CVB Financial,CVBF,Banks - West
Cavco Industries,CVCO,Building - Mobile Home & RV Manufacturing
Central Valley Community Bancorp,CVCY,Banks - West
Cenovus Energy Inc,CVE,Oil & Gas - Canadian Integrated
Civeo,CVEO,Hotels & Motels
Covetrus,CVET,Internet Software
Commercial Vehicle,CVGI,Auto & Truck Original Equipment Manufacturers
Calavo Growers,CVGW,Agricultural Operations
CVR Energy,CVI,Oil Refining & Marketing
Covia Holdings¿,CVIA,Mining - Miscellaneous
Churchill Capital Corp VII,CVII,UNCLASSIFIED
Covenant Logistics,CVLG,Transportation - Truck
CommVault Systems,CVLT,Computer Software
Codorus Valley Bancorp,CVLY,Banks - Northeast
Cel-Sci,CVM,Medical - Biomedical and Genetics
Carvana,CVNA,Internet Commerce
Chicago Rivet & Machine,CVR,Electrical Utility Machinery
CVS Health,CVS,Retail - Drug Stores
CPI Aerostructures,CVU,Aerospace and Defense Equipment
CVD Equipment,CVV,General Industrial Machinery
Chevron,CVX,Oil & Gas - International Integrated
Curtiss-Wright,CW,Aerospace and Defense Equipment
Community West Bancshares,CWBC,Banks - West
Cohbar,CWBR,Medical - Biomedical and Genetics
Consolidated Water,CWCO,Utility - Water Supply
Clearway Energy,CWEN,Other Alternate Energy
Camping World Holdings,CWH,Leisure & Recreation Services
Cushman & Wakefield,CWK,Real Estate Operations
Casella Waste Systems,CWST,Pollution Control Equipment & Services
California Water Service Group,CWT,Utility - Water Supply
Cemex S.A.B De C.V,CX,"Building - Cement, Concrete and Aggregates"
China XD Plastics,CXDC,Chemicals - Plastics
Crexendo,CXDO,Internet Services
Columbia Property Trust,CXP,REIT - Other Equity Trusts
CoreCivic,CXW,REIT - Other Equity Trusts
Celyad SA,CYAD,Medical - Biomedical and Genetics
Cyanotech,CYAN,Medical - Drug Manufacturing
CyberOptics,CYBE,Laser Systems and Components
CyberArk Software,CYBR,Security
Cyclacel Pharmaceuticals,CYCC,Medical - Biomedical and Genetics
Cyclerion Therapeutics,CYCN,Medical - Biomedical and Genetics
China Yuchai,CYD,Auto & Truck Original Equipment Manufacturers
Community Health Systems,CYH,Medical - Hospitals
CYREN,CYRN,Internet Software
CryoPort,CYRX,Transportation - Services
Cyclo Therapeutics,CYTH,Medical - Biomedical and Genetics
Cytokinetics,CYTK,Medical - Biomedical and Genetics
Citizens & Northern Corp,CZNC,Banks - Northeast
Caesars Entertainment,CZR,Leisure & Recreation Services
Citizens Community Bancorp,CZWI,Finance - Savings & Loans
Dominion Energy,D,Utility - Electric Power Distribution
Danaos,DAC,Transportation - Shipping
Dada Nexus,DADA,Technology Services
Data I/O,DAIO,Miscelleneous Electrical Components
Daktronics,DAKT,Electrical Products - Miscellaneous
Delta Air Lines,DAL,Transportation - Airlines
Dana,DAN,Auto & Truck Original Equipment Manufacturers
Youdao,DAO,Technology Services
Darling Ingredients,DAR,Food Items - Miscellaneous/Diversified
Dare Bioscience,DARE,Medical - Biomedical and Genetics
DoorDash,DASH,Internet Services
Endava,DAVA,Information Technology Services
Deutsche Bank Aktiengesellschaft,DB,Banks - Foreign
Diebold Nixdorf,DBD,Financial Transaction Services
Roman DBDR Tech Acquisition,DBDR,Unclassified
Designer Brands,DBI,Retail - Apparel & Shoes
Decibel Therapeutics,DBTX,Medical - Biomedical and Genetics
DBV Technologies S.A,DBVT,Medical - Biomedical and Genetics
Dropbox,DBX,Internet Services
Docebo,DCBO,Internet Software
Donaldson,DCI,Pollution Control Equipment & Services
Ducommun,DCO,Aerospace and Defense Equipment
Dime Community Bancshares,DCOM,Banks - Southeast
"DCP Midstream Partners, LP",DCP,Oil & Gas - Production and Pipelines
Deciphera Pharmaceuticals,DCPH,Medical - Biomedical and Genetics
Decarbonization Plus Acquisition,DCRB,Unclassified
Decarbonization Plus Acquisition II,DCRN,Unclassified
Duck Creek Technologies,DCT,Internet Software
Delcath Systems,DCTH,Medical Instruments Manufacturing
DuPont De Nemours,DD,Chemicals - Diversified
3D Systems,DDD,Computers - Minicomputers
DD3 Acquisition II,DDMX,Unclassified
Datadog,DDOG,Internet Software
Dillard's,DDS,Retail - Regional Department Stores
Deere,DE,Farm Machinery
Easterly Government Properties,DEA,REIT - Other Equity Trusts
Deckers Outdoor,DECK,Shoes & Related Apparel
D8 Holdings,DEH,Unclassified
Douglas Emmett,DEI,REIT - Other Equity Trusts
Dell,DELL,Information Technology Services
Denbury,DEN,Oil & Gas - US Exploration and Production
Denny's,DENN,Retail - Food & Restaurants
Diageo,DEO,Alcoholic Beverages
Despegar,DESP,Transportation - Services
RestorGenex,DFFN,Medical - Biomedical and Genetics
Dream Finders Homes,DFH,Building - Residential and Commercial
Deerfield Healthcare Technology Acquisitions,DFHT,Medical Services
Donnelley Financial Solutions,DFIN,Internet Software & Services
DFP HEALTHC ACQ,DFPH,Unclassified
Discover Financial Services,DFS,Finance - Consumer Loands
Dollar General,DG,Retail - Discount & Variety
DigitalGlobe,DGI,Satellite Communication
Donegal,DGICA,"Property, Casualty and Title Insurance"
Donegal,DGICB,"Property, Casualty and Title Insurance"
Digi,DGII,Computer Networks
Digital Ally,DGLY,Protection - Safety Equipment & Services
Dragoneer Growth Opportunities,DGNR,Unclassified
Dragoneer Growth Opportunities II,DGNS,Unclassified
Dragoneer Growth Opportunities III,DGNU,Unclassified
Quest Diagnostics,DGX,Medical - Outpatient & Home Care
Diversified Healthcare Trust,DHC,REIT - Other Equity Trusts
DiamondHead Holdings,DHHC,Unclassified
D.R Horton,DHI,Building - Residential and Commercial
Diamond Hill Investment,DHIL,Finance - Investment Banks
Danaher,DHR,Diversified Operations
DHT Holdings,DHT,Transportation - Shipping
DHI,DHX,Internet Content
"DINE BRANDS GLOBAL, INC",DIN,Retail - Food & Restaurants
Diodes,DIOD,Semiconductors
Disney,DIS,Media Conglomerates
Discovery,DISCA,Broadcasting - Radio & TV
Discovery Communications,DISCB,Broadcasting - Radio & TV
Discovery Communications,DISCK,Broadcasting - Radio & TV
DISH Network,DISH,Cable TV Providers
AMCON Distributing,DIT,Retail - Supermarket Chains
Daily Journal (S.C.),DJCO,Newspaper Publishing
Delek US Holdings,DK,Oil Refining & Marketing
Delek Logistics Partners,DKL,Oil & Gas - Production and Pipelines MLP
DraftKings,DKNG,Gaming
DICK'S Sporting Goods,DKS,Retail - Miscellaneous & Diversified
Delta Apparel,DLA,Textile - Apparel Manufacturing
Dolby Laboratories,DLB,Audio & Video Home Production
Deep Lake Capital Acquisition,DLCA,Unclassified
DLH Holdings,DLHC,Staffing Services
Dynagas LNG Partners LP,DLNG,Transportation - Services
Dolphin Digital Media,DLPN,Technology Services
Digital Realty Trust,DLR,REIT - Other Equity Trusts
Duluth Holdings,DLTH,Textile - Apparel Manufacturing
Dollar Tree,DLTR,Retail - Discount & Variety
Deluxe,DLX,Business & Office Products
Desktop Metal,DM,Printing & Trade Machinery
DiaMedica Therapeutics,DMAC,Medical - Biomedical and Genetics
Dorchester Minerals,DMLP,Oil & Gas - US Royalty
Digimarc,DMRC,Protection - Safety Equipment & Services
Digital Media Solutions,DMS,Technology Services
DermTech,DMTK,Medical Services
DMY Technology II,DMYD,Unclassified
DMY Technology III,DMYI,Unclassified
Dun & Bradstreet Holdings,DNB,Business Information Services
Phoenix Tree Holdings,DNK,Real Estate Operations
Denali Therapeutics,DNLI,Medical - Biomedical and Genetics
Danimer Scientific,DNMR,Industrial Services
Denison Mine Corp,DNN,Mining - Miscellaneous
NOW,DNOW,Oil Field Machinery & Equipment
D And Z Media Acquisition,DNZ,Unclassified
Physicians Realty Trust,DOC,REIT - Other Equity Trusts
DigitalOcean Holdings,DOCN,Internet Software
DocuSign,DOCU,Technology Services
Dogness (International),DOGZ,Consumer Products - Misc. Discretionary
Domo,DOMO,Internet Software
BRP,DOOO,Auto & Truck Original Equipment Manufacturers
Masonite,DOOR,Building Products - Wood
Dorman Products,DORM,Auto & Truck Replacement Parts
Dover,DOV,General Industrial Machinery
Dow,DOW,Chemicals - Diversified
Amdocs,DOX,Information Technology Services
DouYu Holdings,DOYU,Gaming
Ault Global Holdings,DPW,Diversified Operations
Domino's Pizza Inc,DPZ,Retail - Food & Restaurants
DAQO New Energy,DQ,Chemicals - Specialty
DRDGOLD,DRD,Gold Miners
Duke Realty,DRE,REIT - Other Equity Trusts
DiamondRock Hospitality,DRH,REIT - Other Equity Trusts
Darden Restaurants,DRI,Retail - Food & Restaurants
DarioHealth,DRIO,Medical Instruments Manufacturing
Dicerna Pharmaceuticals,DRNA,Medical - Biomedical and Genetics
Dril-Quip,DRQ,Oil Field Machinery & Equipment
DURECT,DRRX,Medical - Drug Manufacturing
DIRTT Environmental Solutions,DRTT,Building & Construction Products - Misc.
Driven Brands Holdings,DRVN,Auto & Truck Original Equipment Manufacturers
Drive Shack,DS,Leisure & Recreation Services
Duddell Street Acquisition,DSAC,Unclassified
Diversey Holdings,DSEY,Chemicals - Specialty
Design Therapeutics,DSGN,Medical - Biomedical and Genetics
Descartes Systems Group,DSGX,Computer Software
Daseke,DSKE,Transportation - Services
Viant Technology,DSP,Technology Services
DSP,DSPG,Semiconductors - Communication
Document Security Systems,DSS,Business Services
Diamond S Shipping,DSSI,Transportation - Shipping
Deswell Industries,DSWL,Miscelleneous Electrical Components
Diana Shipping Inc,DSX,Transportation - Shipping
Dynatrace,DT,Information Technology Services
DTE Energy,DTE,Utility - Electric Power Distribution
DAVIDsTEA,DTEA,Beverages - Soft Drinks
Precision BioSciences,DTIL,Medical - Biomedical and Genetics
Datasea,DTSS,Information Technology Services
Duke Energy,DUK,Utility - Electric Power Distribution
Fangdd Network Group,DUO,Real Estate Operations
DaVita,DVA,Medical - Outpatient & Home Care
Dynavax Technologies,DVAX,Medical - Biomedical and Genetics
Dover Motorsports,DVD,Leisure & Recreation Services
Devon Energy,DVN,Oil & Gas - US Exploration and Production
Delwinds Insurance Acquisition,DWIN,Multi-Line Insurance Providers
Dawson Geophysical,DWSN,Oil & Gas - Field Services
Dynex Capital,DX,REIT - Mortgage Trusts
DXC Technology,DXC,Information Technology Services
DexCom,DXCM,Medical Instruments Manufacturing
China Xiniya Fashion,DXF,Finance - Consumer Loands
DXP Enterprises,DXPE,General Industrial Machinery
Daxor,DXR,Medical - Outpatient & Home Care
Dixie,DXYN,Textile - Home Furnishings
Dycom Industries,DY,Building - Heavy Construction
Dyadic,DYAI,Medical - Biomedical and Genetics
Dyne Therapeutics,DYN,Medical - Drug Manufacturing
Dynatronics,DYNT,Medical Instruments Manufacturing
DZS,DZSI,Communication Infrastructure
Eni SpA,E,Oil & Gas - International Integrated
Electronic Arts,EA,"Toys, Games and Hobby Products"
Edify Acquisition,EAC,Unclassified
GrafTech,EAF,Metal Processing & Fabrication
Eargo,EAR,Medical Instruments Manufacturing
Ellington Residential Mortgage REIT,EARN,REIT - Mortgage Trusts
Auris Medical Holding AG,EARS,Medical - Drug Manufacturing
Eastside Distilling,EAST,Alcoholic Beverages
Brinker,EAT,Retail - Food & Restaurants
Eventbrite,EB,Internet Services
EBay,EBAY,Internet Commerce
Eastern Bankshares,EBC,Banks - Northeast
Ennis,EBF,Office Supplies and Forms
Ebix,EBIX,Computer - Services
Eagle Bancorp Montana,EBMT,Banks - Midwest
Ebang Holdings,EBON,Machine Tools & Related Products
Centrais El¿tricas Brasileiras SA,EBR,Utility - Electric Power Distribution
Eletrobras,EBR.B,Utility - Electric Power Distribution
Emergent Biosolutions,EBS,Medical - Biomedical and Genetics
Meridian Bancorp,EBSB,Finance - Savings & Loans
Enterprise Bancorp Inc,EBTC,Banks - Northeast
Ecopetrol S.A,EC,Emerging Markets Integrated
Eagle Point Credit,ECC,Finance - Investment Management
Echo Global Logistics,ECHO,Transportation - Services
Ecolab,ECL,Chemicals - Specialty
US Ecology,ECOL,Waste Removal Services
ChannelAdvisor,ECOM,Internet Software & Services
ElectroCore,ECOR,Medical - Drug Manufacturing
Encore Capital Group Inc,ECPG,Finance - Consumer Loands
Consolidated Edison Inc,ED,Utility - Electric Power Distribution
EDAP TMS S.A,EDAP,Medical Instruments Manufacturing
Editas Medicine,EDIT,Medical - Biomedical and Genetics
Empresa Distribuidora Y Comercializadora Norte S.A (Edenor),EDN,Utility - Electric Power Distribution
EURODRY,EDRY,Transportation - Shipping
Edesa Biotech,EDSA,Medical - Biomedical and Genetics
Skillful Craftsman Education Technology,EDTK,Technology Services
EdtechX Holdings Acquisition II,EDTX,Unclassified
New Oriental Education & Technology,EDU,Schools
Educational Development,EDUC,Book Publishing
Euronet Worldwide,EEFT,Finance - Miscellaneous Services
Elite Education Group,EEIQ,Schools
Emerald Holding,EEX,Consumer Products - Miscellaneous Staples
Ellington Financial,EFC,Finance - Mortgages and Related Services
Energy Focus,EFOI,Building Products - Lighting Fixtures
Enterprise Financial Services,EFSC,Banks - Midwest
Equifax,EFX,Financial Transaction Services
EGain,EGAN,Internet Software
Eagle Bancorp,EGBN,Banks - Northeast
8x8 Inc,EGHT,Internet Software
Eagle Bulk Shipping,EGLE,Transportation - Shipping
Eldorado Gold,EGO,Gold Miners
NIC,EGOV,Internet Software
EastGroup Properties,EGP,REIT - Other Equity Trusts
Eagle Pharmaceuticals,EGRX,Medical Products Manufacturing
Vaalco Energy Inc,EGY,International E&P
EHang Holdings,EH,Auto & Truck Original Equipment Manufacturers
Encompass Health,EHC,Medical - Outpatient & Home Care
EHealth,EHTH,Insurance Brokers
Employers Holdings Inc,EIG,Insurance - Accident & Health
Eiger BioPharmaceuticals,EIGR,Medical - Biomedical and Genetics
Edison,EIX,Utility - Electric Power Distribution
Ekso Bionics Holdings,EKSO,Medical Instruments Manufacturing
Estee Lauder,EL,Cosmetics and Toiletries
Envela,ELA,Retail - Jewelry Stores
Elanco Animal Health,ELAN,Medical - Outpatient & Home Care
Eledon Pharmaceuticals,ELDN,Medical - Biomedical and Genetics
E.l.f Beauty,ELF,Cosmetics and Toiletries
Ellomay Capital,ELLO,Utility - Electric Power Distribution
Electromed,ELMD,Medical Instruments Manufacturing
Senesco Technologies,ELOX,Medical - Biomedical and Genetics
Companhia Paranaense De Energia (COPEL),ELP,Utility - Electric Power Distribution
Equity Lifestyle Properties,ELS,REIT - Residential Equity Trusts
Electro-Sensors,ELSE,Control Instruments Manufacturing
Eltek,ELTK,Miscelleneous Electrical Components
Elevate Credit,ELVT,Finance - Consumer Loands
Callaway Golf,ELY,Leisure & Recreation Products
Elys Game Technology,ELYS,Gaming
Smart Share Global,EM,Consumer Products - Miscellaneous Staples
EMagin,EMAN,Semiconductors
Emclaire Financial Corp,EMCF,Banks - Northeast
EMCOR,EME,Building - Heavy Construction
