name,ticker,industry
AstraZeneca,AZN,Large Cap Pharmaceutical
AutoZone,AZO,Retail & Wholesale Auto Parts
Aspen Technology,AZPN,Computer Software
Azure Power Global,AZRE,Solar Equipment and Services
AZURRX BIOPHARM,AZRX,Medical - Biomedical and Genetics
AZUL SA,AZUL,Transportation - Airlines
Aziyo Biologics,AZYO,Medical - Drug Manufacturing
AZZ,AZZ,Electrical Machinery
Barnes,B,General Industrial Machinery
Boeing,BA,Aerospace and Defense General
BANRO CORPORATION,BAA,Gold Miners
Alibaba,BABA,Internet Commerce
Bank Of America,BAC,Banks - Major Regional
Booz Allen Hamilton Holding,BAH,Government Services
Braskem S.A,BAK,Oil & Gas - International Integrated
Bally's,BALY,Hotels & Motels
Brookfield Asset Management Inc,BAM,Real Estate Operations
Banc Of California,BANC,Banks - Southwest
Bandwidth,BAND,Communication Infrastructure
BancFirst,BANF,Banks - Southwest
Banner,BANR,Finance - Savings & Loans
StoneCastle Financial Corp,BANX,Finance - Miscellaneous Services
Baosheng Medias,BAOS,Advertising and Marketing Services
Credicorp,BAP,Banks - Foreign
Battalion Oil,BATL,Oil & Gas - US Exploration and Production
Liberty Media,BATRA,Real Estate Operations
Liberty Media,BATRK,Real Estate Operations
Baxter,BAX,Medical Products Manufacturing
BlackBerry,BB,Information Technology Services
BBVA Banco Frances S.A,BBAR,Banks - Foreign
Bed Bath & Beyond,BBBY,Retail - Miscellaneous & Diversified
"CONCRETE PUMPING HOLDINGS, INC",BBCP,Waste Removal Services
Banco Bradesco SA,BBD,Banks - Foreign
"BARINGS BDC, INC",BBDC,Finance - SBIC & Commercial
Banco Bradesco SA,BBDO,Banks - Foreign
Beasley Broadcast,BBGI,Broadcasting - Radio & TV
Brickell Biotech,BBI,Medical - Drug Manufacturing
Vinco Ventures,BBIG,Printing & Trade Machinery
BridgeBio Pharma,BBIO,Medical - Generic Drugs
BHP Billiton,BBL,Mining - Miscellaneous
BBQ Holdings,BBQ,Retail - Food & Restaurants
Barrett Business Services,BBSI,Outsourcing Services
Brookfield Business Partners,BBU,Business Services
Banco Bilbao Viscaya Argentaria S.A,BBVA,Banks - Foreign
Build-A-Bear Workshop,BBW,Retail - Miscellaneous & Diversified
Best Buy,BBY,Retail - Consumer Electronics
Brunswick,BC,Leisure & Recreation Products
BioAtla,BCAB,Medical - Biomedical and Genetics
Brookline Capital Acquisition,BCAC,Unclassified
BCB Bancorp (NJ),BCBP,Banks - Northeast
"Boise Cascade, L.L.C",BCC,Building Products - Wood
BioCardia,BCDA,Medical - Biomedical and Genetics
BCE,BCE,Diversified Communication Services
Bonanza Creek Energy,BCEI,Oil & Gas - US Exploration and Production
Atreca,BCEL,Medical - Biomedical and Genetics
Banco De Chile,BCH,Banks - Foreign
Brainstorm Cell Therapeutics,BCLI,Medical - Biomedical and Genetics
Bay Commercial Bank,BCML,Banks - West
Brink's,BCO,Outsourcing Services
Blucora,BCOR,Technology Services
Brightcove,BCOV,Internet Content
1895 Bancorp Of Wisconsin,BCOW,Banks - Northeast
Balchem,BCPC,Chemicals - Specialty
BioCryst Pharmaceuticals,BCRX,Medical - Drug Manufacturing
Barclays,BCS,Banks - Foreign
Bain Capital Specialty Finance,BCSF,Finance - SBIC & Commercial
BCTG Acquisition,BCTG,Unclassified
BRIACELL THERAP,BCTX,Medical - Biomedical and Genetics
Bicycle Therapeutics,BCYC,Medical - Biomedical and Genetics
Big Cypress Acquisition,BCYP,Unclassified
Belden Inc,BDC,Wire & Cable Products
Flanigan's Enterprises,BDL,Retail - Food & Restaurants
Brandywine Realty Trust,BDN,REIT - Other Equity Trusts
Blonder Tongue Laboratories,BDR,Miscelleneous Electrical Components
BioDelivery Sciences,BDSI,Medical - Biomedical and Genetics
Biodesix,BDSX,Medical Services
Black Diamond Therapeutics,BDTX,Medical - Drug Manufacturing
Becton Dickinson,BDX,Medical & Dental Supplies
Bloom Energy,BE,Other Alternate Energy
Beam Therapeutics,BEAM,Medical - Biomedical and Genetics
Beacon Roofing Supply,BECN,Building Products - Retail & Wholesale
Bright Scholar Education Holdings,BEDU,Schools
Beam Global,BEEM,Auto & Truck Original Equipment Manufacturers
KE Holdings,BEKE,Real Estate Operations
Bel Fuse,BELFA,Electrical Products - Miscellaneous
Bel Fuse,BELFB,Electrical Products - Miscellaneous
Franklin Resources,BEN,Finance - Investment Management
Benessere Capital Acquisition,BENE,Technology Services
Brookfield Renewable Partners,BEP,Utility - Electric Power Distribution
Brookfield Renewable,BEPC,Other Alternate Energy
Berry Global,BERY,Containers - Paper & Plastic
BEST,BEST,Transportation - Services
Brown Forman,BF.A,Alcoholic Beverages
Brown-Forman,BF.B,Alcoholic Beverages
Bright Horizons Family Solutions,BFAM,Schools
Bank First National,BFC,Banks - Northeast
BurgerFi,BFI,Retail - Food & Restaurants
BankFinancial,BFIN,Finance - Savings & Loans
Butterfly Network,BFLY,Medical Information Systems
Biofrontera AG,BFRA,Medical - Biomedical and Genetics
Saul Centers,BFS,REIT - Retail Equity Trusts
Business First Bancshares,BFST,Banks - Northeast
Bunge,BG,Agricultural Products
BGC Partners,BGCP,Finance - Investment Banks
Big 5 Sporting Goods,BGFV,Retail - Miscellaneous & Diversified
Birks Group,BGI,Retail - Jewelry Stores
BeiGene,BGNE,Medical - Biomedical and Genetics
B&G Foods,BGS,Food Items - Miscellaneous/Diversified
BGSF,BGSF,Business Services
Biglari Holdings,BH,Retail - Food & Restaurants
Blue Hat Interactive Entertainment Technology,BHAT,"Toys, Games and Hobby Products"
Bar Harbor Bankshares,BHB,Banks - Northeast
Bausch Health Cos,BHC,Medical - Generic Drugs
Benchmark Electronics,BHE,Electrical Manufacturing Services (EMS)
Brighthouse Financial,BHF,Life Insurance Providers
Berkshire Hills Bancorp,BHLB,Finance - Savings & Loans
BHP Group,BHP,Mining - Miscellaneous
BRAEMAR HOTELS & RESORTS INC,BHR,REIT - Other Equity Trusts
Bull Horn Holdings,BHSE,Unclassified
Biohitech Global,BHTG,Waste Removal Services
Biohaven Pharmaceutical Holding,BHVN,Medical - Biomedical and Genetics
Baidu,BIDU,Internet Services
Big Lots,BIG,Retail - Discount & Variety
BigCommerce Holdings,BIGC,Internet Commerce
Biogen,BIIB,Medical - Biomedical and Genetics
Bilibili,BILI,Internet Services
Bill Holdings,BILL,Internet Software
BOQI Medical,BIMI,Medical Products Manufacturing
Bio-Rad Laboratories,BIO,Medical Products Manufacturing
Bio-Rad Laboratories,BIO.B,Medical - Biomedical and Genetics
Biocept,BIOC,Medical Services
Biolase,BIOL,Medical & Dental Supplies
Biotech Acquisition,BIOT,Unclassified
Bioceres Crop Solutions,BIOX,Agricultural Operations
Brookfield Infrastructure Partners LP,BIP,Utility - Electric Power Distribution
Bite Acquisition,BITE,UNCLASSIFIED
BioVie,BIVI,Medical - Drug Manufacturing
BJ's Wholesale Club Holdings,BJ,Consumer Products - Miscellaneous Staples
BJ's Restaurants,BJRI,Retail - Food & Restaurants
Bank Of New York Mellon,BK,Banks - Major Regional
BlackRock Capital Investment,BKCC,Finance - SBIC & Commercial
Brookdale Senior Living,BKD,Medical - Nursing Homes
Buckle,BKE,Retail - Apparel & Shoes
"Blueknight Energy Partners, L.L.C",BKEP,Oil & Gas - Field Services
Black Hills,BKH,Utility - Electric Power Distribution
Black Knight Financial Services,BKI,Business Information Services
Booking Holdings,BKNG,Internet Commerce
Baker Hughes,BKR,Oil & Gas - Field Services
Bank Of South Carolina,BKSC,Banks - Southeast
"BK TECHNOLOGIES, INC",BKTI,Wireless Equipment Manufacturers
BankUnited,BKU,Banks - Major Regional
BIO-key,BKYI,Electrical Products - Miscellaneous
BlackLine,BL,Internet Software
Blue Bird,BLBD,Auto Manufacturers - Domestic
Bellicum Pharmaceuticals,BLCM,Medical - Drug Manufacturing
BlueCity Holdings,BLCT,Internet Software
TopBuild,BLD,Building & Construction Products - Misc.
Ballard Power Systems,BLDP,Miscelleneous Electrical Components
Builders FirstSource,BLDR,Building Products - Retail & Wholesale
BioLife Solutions,BLFS,Medical Products Manufacturing
Berkeley Lights,BLI,Medical - Biomedical and Genetics
Bridgeline Digital,BLIN,Internet Services
BlackRock,BLK,Finance - Investment Management
Blackbaud,BLKB,Computer Software
Ball,BLL,Containers - Metal & Glass
Bloomin' Brands,BLMN,Retail - Food & Restaurants
Blink Charging,BLNK,Electrical - Misc Services
Bellerophon Therapeutics,BLPH,Medical - Biomedical and Genetics
BioLineRx,BLRX,Medical - Drug Manufacturing
BCLS Acquisition,BLSA,Unclassified
Bright Lights Acquisition,BLTS,Unclassified
Bellus Health,BLU,Medical - Biomedical and Genetics
BlueRiver Acquisition,BLUA,Unclassified
Bluebird Bio,BLUE,Medical - Biomedical and Genetics
Blue Water Acquisition,BLUW,Unclassified
"Banco Latinoamericano De Comercio Exterior, S.A",BLX,Banks - Foreign
Macro Bank,BMA,Banks - Foreign
Bumble,BMBL,Internet Software
Badger Meter,BMI,Control Instruments Manufacturing
Bank Of Montreal,BMO,Banks - Foreign
Biomerica,BMRA,Medical - Drug Manufacturing
Bank Of Marin Bancorp,BMRC,Banks - West
BioMarin Pharmaceutical,BMRN,Medical - Biomedical and Genetics
Bryn Mawr Bank,BMTC,Banks - Northeast
BM Technologies,BMTX,Banks - Northeast
Bristol Myers Squibb,BMY,Medical - Biomedical and Genetics
Barnes & Noble Education,BNED,Consumer Products - Misc. Discretionary
Benefitfocus,BNFT,Internet Software
Bionano Genomics,BNGO,Medical - Biomedical and Genetics
Broadstone Net Lease,BNL,REIT - Residential Equity Trusts
Burning Rock Biotech,BNR,Technology Services
Bank Of Nova Scotia,BNS,Banks - Foreign
Bonso Electronics,BNSO,Electrical Products - Miscellaneous
Benitec Biopharma,BNTC,Medical - Biomedical and Genetics
BioNTech SE,BNTX,Medical - Biomedical and Genetics
Bluescape Opportunities Acquisition,BOAC,Unclassified
BOA Acquisition,BOAS,UNCLASSIFIED
Bank Of Commerce Holdings (CA),BOCH,Banks - West
Bank Of Hawaii,BOH,Banks - West
BOK Financial,BOKF,Banks - Southwest
Bolt Biotherapeutics,BOLT,Medical - Biomedical and Genetics
Boston Omaha,BOMN,Real Estate Operations
DMC Global,BOOM,Industrial Services
Boot Barn Holdings,BOOT,Retail - Apparel & Shoes
Borr Drilling,BORR,Oil & Gas - Drilling
B.O.S Better Online Solutions,BOSC,Computer Networks
Bank Of The James Financial,BOTJ,Banks - Southeast
BowX Acquisition,BOWX,Unclassified
Box,BOX,Internet Software
Boxlight,BOXL,Technology Services
BP,BP,Oil & Gas - International Integrated
Boston Private Financial Holdings,BPFH,Banks - Northeast
Blueprint Medicines,BPMC,Medical - Biomedical and Genetics
BP Midstream Partners LP,BPMP,Oil & Gas - Production and Pipelines MLP
Popular,BPOP,Banks - Southeast
Bank Of Princeton,BPRN,Banks - Northeast
BP Prudhoe Bay Royalty Trust,BPT,Oil & Gas - US Royalty
Bio-Path Holdings,BPTH,Medical - Drug Manufacturing
Biophytis SA,BPTS,Medical - Biomedical and Genetics
Brookfield Property Partners,BPY,Real Estate Development
Brookfield Property REIT,BPYU,REIT - Retail Equity Trusts
Boqii Holding,BQ,Retail - Miscellaneous & Diversified
Broadridge Financial Solutions,BR,Outsourcing Services
BellRing Brands,BRBR,Medical Products Manufacturing
Brady,BRC,Protection - Safety Equipment & Services
Breeze Holdings Acquisition,BREZ,Unclassified
BRF S.A,BRFS,Food Items - Miscellaneous/Diversified
Bluerock Residential Growth REIT,BRG,REIT - Residential Equity Trusts
Bridgford Foods,BRID,Food Items - Miscellaneous/Diversified
Berkshire Hathaway,BRK.A,"Property, Casualty and Title Insurance"
Berkshire Hathaway,BRK.B,"Property, Casualty and Title Insurance"
Brookline Bancorp,BRKL,Finance - Savings & Loans
Bruker,BRKR,Scientific Instruments Manufacturing
Brooks Automation,BRKS,Electronics - Manufacturing Machinery
Brilliant Acquisition,BRLI,Unclassified
Broadmark Realty Capital,BRMK,REIT - Mortgage Trusts
Barnwell Industries,BRN,Oil & Gas - US Exploration and Production
Brown & Brown,BRO,Insurance Brokers
Brooge Energy,BROG,Utility - Natural Gas Distribution
BRP,BRP,Life Insurance Providers
Big Rock Partners Acquisition,BRPA,Unclassified
Borqs Technologies,BRQS,Technology Services
BRT Apartments,BRT,REIT - Residential Equity Trusts
Brixmor Property Group,BRX,REIT - Retail Equity Trusts
Berry,BRY,Oil & Gas - US Integrated
Banco Santander Chile,BSAC,Banks - Foreign
Bogota Financial,BSBK,Banks - Northeast
Banco Santander Brasil SA,BSBR,Banks - Foreign
Bassett Furniture Industries,BSET,Furniture Manufacturing
Biosig Technologies,BSGM,Medical Instruments Manufacturing
BrightSphere Investment Group,BSIG,Finance - Investment Management
Black Stone Minerals,BSM,E&P MLP
Grupo Financiero Santander Mexico S.A B De C.V,BSMX,Banks - Foreign
Broadstone Acquisition,BSN,Unclassified
BSQUARE,BSQR,Computer Software
Sierra Bancorp,BSRR,Banks - West
Bank7,BSVN,Banks - Southeast
Boston Scientific,BSX,Medical Products Manufacturing
Bentley Systems,BSY,Internet Software
BioXcel Therapeutics,BTAI,Medical - Biomedical and Genetics
Burgundy Technology Acquisition,BTAQ,Unclassified
Bit Digital,BTBT,Technology Services
Baytex Energy Corp,BTE,Oil & Gas - Canadian Exploration & Production
B2Gold Corp,BTG,Gold Miners
British American Tobacco,BTI,Tobacco Products
Ballantyne Strong,BTN,Audio & Video Home Production
Bridgetown 2 Holdings,BTNB,Unclassified
BTRS Holdings,BTRS,Technology Services
Peabody Energy,BTU,Coal Mining and Production
Bridgetown Holdings,BTWN,Unclassified
Brooklyn ImmunoTherapeutics,BTX,Medical - Biomedical and Genetics
Anheuser-Busch,BUD,Alcoholic Beverages
Burford Capital,BUR,Finance - Miscellaneous Services
Burlington Stores,BURL,Retail - Discount & Variety
First Busey,BUSE,Banks - Midwest
BrightView Holdings,BV,Consumer Products - Miscellaneous Staples
Bluegreen Vacations Holding,BVH,Leisure & Recreation Services
Buenaventura Mining,BVN,Silver Miners
Bioventus,BVS,Medical - Drug Manufacturing
BroadVision,BVSNQ,Internet Software
BiondVax Pharmaceuticals,BVXV,Medical - Biomedical and Genetics
Babcock,BW,Electrical Power
BorgWarner,BWA,Auto & Truck Original Equipment Manufacturers
Better World Acquisition,BWAC,Unclassified
Brainsway,BWAY,Medical Products Manufacturing
Bridgewater Bancshares,BWB,Banks - Northeast
Broadwind Energy,BWEN,General Industrial Machinery
Bankwell Financial,BWFG,Banks - Northeast
Bowl America,BWL.A,Leisure & Recreation Services
"Betterware De Mexico, S.A.B De C.V",BWMX,Consumer Products - Misc. Discretionary
BWX Technologies,BWXT,Miscelleneous Electrical Components
Blackstone Group Inc/The,BX,Finance - Investment Management
BlueLinx Holdings,BXC,Building Products - Wood
Bluegreen Vacations,BXG,Leisure & Recreation Services
Blackstone Mortgage Trust,BXMT,REIT - Mortgage Trusts
Boston Properties,BXP,REIT - Other Equity Trusts
Baudax Bio,BXRX,Medical - Drug Manufacturing
BancorpSouth Bank,BXS,Banks - Southeast
Byline Bancorp,BY,Banks - Northeast
Boyd Gaming,BYD,Gaming
Broadway Financial,BYFC,Finance - Savings & Loans
Beyond Meat,BYND,Food Items - Meat Products
BeyondSpring,BYSI,Medical - Biomedical and Genetics
Beazer Homes USA,BZH,Building - Residential and Commercial
Baozun,BZUN,Information Technology Services
Citigroup,C,Banks - Major Regional
Corporacion America Airports S.A,CAAP,Transportation - Airlines
China Automotive Systems,CAAS,Auto & Truck Original Equipment Manufacturers
Cabaletta Bio,CABA,Medical - Biomedical and Genetics
Cable One,CABO,Cable TV Providers
Camden National,CAC,Banks - Northeast
Credit Acceptance,CACC,Finance - Consumer Loands
CACI,CACI,Computer - Services
Cadence Bancorp,CADE,Banks - Southeast
CAE Inc,CAE,Aerospace and Defense Equipment
CONAGRA BRANDS,CAG,Food Items - Miscellaneous/Diversified
Cardinal Health,CAH,Medical & Dental Supplies
CA Healthcare Acquisition,CAHC,Unclassified
CAI,CAI,Transportation - Equipment & Leasing
Canon,CAJ,Office Automation & Equipment
Cheesecake Factory,CAKE,Retail - Food & Restaurants
Caleres,CAL,Shoes & Related Apparel
Calithera Biosciences,CALA,Medical - Drug Manufacturing
California Bank Of Commerce,CALB,Banks - Southwest
Cal-Maine Foods,CALM,Agricultural Products
Calliditas Therapeutics AB,CALT,Medical - Drug Manufacturing
Calix,CALX,Internet Software
CalAmp,CAMP,Miscelleneous Electrical Components
Camtek,CAMT,Electrical Measuring Instruments
Canaan,CAN,Computer Software
Can-Fite Biopharma,CANF,Medical - Drug Manufacturing
Cango,CANG,Internet Services
Capitol Investment V,CAP,Unclassified
HighCape Capital Acquisition,CAPA,Unclassified
CrossAmerica Partners LP,CAPL,Oil Refining & Marketing MLP
Capricor Therapeutics,CAPR,Medical Products Manufacturing
Avis Budget,CAR,Business Services
Cara Therapeutics,CARA,Medical - Biomedical and Genetics
Carter Bankshares,CARE,Banks - Northeast
CarGurus,CARG,Auto & Truck Replacement Parts
Carrier Global,CARR,Electrical Products - Miscellaneous
Cars,CARS,Internet Commerce
Carver Bancorp,CARV,Finance - Savings & Loans
Cascade Acquisition,CAS,Finance - Miscellaneous Services
Casa Systems,CASA,Cable TV Providers
Meta Financial,CASH,Finance - Savings & Loans
CASI Pharmaceuticals,CASI,Medical - Drug Manufacturing
Cass Information Systems,CASS,Computer - Services
Casey's General Stores,CASY,Retail - Convenience Stores
Caterpillar,CAT,Construction and Mining Machinery
Catabasis Pharmaceuticals,CATB,Medical - Biomedical and Genetics
Cambridge Bancorp,CATC,Banks - Northeast
Cardtronics,CATM,Financial Transaction Services
Cato,CATO,Retail - Apparel & Shoes
Cathay General Bancorp,CATY,Banks - West
Chubb,CB,"Property, Casualty and Title Insurance"
CBRE Acquisition Holdings,CBAH,Technology Services
Colony Bankcorp,CBAN,Banks - Southeast
China BAK Battery,CBAT,Electrical Power
CymaBay Therapeutics,CBAY,Medical - Generic Drugs
Cincinnati Bell Inc,CBB,Diversified Communication Services
Companhia Brasileira De Distribuicao,CBD,Retail - Supermarket Chains
CB Financial Services,CBFV,Banks - Northeast
Catalyst Biosciences,CBIO,Medical - Biomedical and Genetics
CBL & Associates Properties,CBL,REIT - Retail Equity Trusts
Cleveland BioLabs,CBLI,Medical - Biomedical and Genetics
CBM Bancorp,CBMB,Banks - Northeast
Capital Bancorp,CBNK,Banks - Northeast
Cboe Global Markets,CBOE,Securities Exchanges
China Biologic Products,CBPO,Medical - Biomedical and Genetics
